OBJECTID,COMPKEY,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SE_ANNO_CAD_DATA,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,OVERRIDECOMMENT,BLOCK_URL,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,Shape__Length
7279585,9730,6005,30,60050030,COLUMBIA ST BETWEEN 3RD AVE AND 4TH AVE,COLUMBIA ST,COLUMBIA ST,INSVC,DISTRICT7, ,N,3RD AVE,4TH AVE,1,Principal Arterial, ,300,25,NE,Y,SW,T,322.0,42.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,3RD AVE AND COLUMBIA ST,NE,29970.0,4TH AVE AND COLUMBIA ST,SW,29966.0,1270687.601,224078.0236,System.Byte[],Y,N,N,Downtown,Unknown,49,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06005&StreetSegment=0030,11.0,ART,N,322.0140096
7279589,9155,5411,700,54110700,BEACON WR AVE S BETWEEN 28TH AVE S AND S MYRTLE ST,BEACON AVE S,BEACON WR AVE S,INSVC,DISTRICT2, ,N,28TH AVE S,S MYRTLE ST,2,Minor Arterial, ,7000,25,SE,Y,SE,F,240.0,22.0,PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,28TH AVE S AND BEACON WR AVE S,SE,34321.0,BEACON WR AVE S AND S MYRTLE ST,NW,34344.0,1278951.412,200119.1647,System.Byte[],N,N,N,Urban Center Connector,Unknown,76,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=05411&StreetSegment=0700,1.0,ART,N,240.1540919
7279590,10874,7225,900,72250900,HENDERSON PL SW BETWEEN 9TH AVE SW AND 8TH AVE SW,HENDERSON PL SW,HENDERSON PL SW,INSVC,DISTRICT1, ,N,9TH AVE SW,8TH AVE SW,2,Minor Arterial, ,9000,25,SE,N, , ,743.0,40.0,PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,9TH AVE SW AND SW HENDERSON ST,SE,35040.0,8TH AVE SW AND SW BARTON ST,NW,35050.0,1266661.187,194043.2444,System.Byte[],N,N,N,Neighborhood Corridor,Unknown,94,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=07225&StreetSegment=0900,1.0,ART,N,742.8886343
7279593,9731,6005,40,60050040,COLUMBIA ST BETWEEN 4TH AVE AND 5TH AVE,COLUMBIA ST,COLUMBIA ST,INSVC,DISTRICT7, ,N,4TH AVE,5TH AVE,1,Principal Arterial, ,400,25,NE,Y,SW,T,322.0,40.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,4TH AVE AND COLUMBIA ST,NE,29966.0,5TH AVE AND COLUMBIA ST,SW,29965.0,1270964.744,224242.0983,System.Byte[],Y,N,N,Downtown,Unknown,22,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06005&StreetSegment=0040,12.0,ART,N,322.1248517
7279600,10880,7235,640,72350640,HIGH POINT DR SW BETWEEN SW BATAAN ST AND SW MORGAN ST,HIGH POINT DR SW,HIGH POINT DR SW,INSVC,DISTRICT1, ,N,SW BATAAN ST,SW MORGAN ST,0,Not Designated, ,6400,20,S,N, , ,514.0,0.0,Unknown,Unknown,Unknown,Unknown,HIGH POINT DR SW AND SW BATAAN ST,S,34006.0,HIGH POINT DR SW AND SW MORGAN ST,N,34015.0,1261318.534,202720.0831,System.Byte[],N,Y,N,Neighborhood Yield Street,Unknown,0,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=07235&StreetSegment=0640,2.0,NON-ART,N,513.8919561
7279603,10882,7235,655,72350655,HIGH POINT DR SW BETWEEN 29TH AVE SW AND 30TH S AVE SW,HIGH POINT DR SW,HIGH POINT DR SW,INSVC,DISTRICT1, ,N,29TH AVE SW,30TH S AVE SW,0,Not Designated, ,6500,20,SW,N, , ,208.0,0.0,PCC,Unknown,Unknown,Unknown,29TH AVE SW AND HIGH POINT DR SW ,SW,34022.0,30TH AVE SW AND HIGH POINT W DR SW,NE,334436.0,1261100.869,202001.6774,System.Byte[],N,Y,N,Neighborhood Yield Street,Unknown,0,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=07235&StreetSegment=0655,0.0,NON-ART,N,207.6619216
7279607,10335,6735,200,67350200,FAIRVIEW AVE BETWEEN BOREN AVE AND DENNY WAY,FAIRVIEW AVE,FAIRVIEW AVE,INSVC,DISTRICT7, ,N,BOREN AVE,DENNY WAY,1,Principal Arterial, ,2000,25,N,N, , ,243.0,62.0,PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,BOREN AVE AND FAIRVIEW AVE,N,29524.0,DENNY WAY AND FAIRVIEW AVE,S,29504.0,1270269.058,229104.5028,System.Byte[],N,N,N,Downtown,Unknown,88,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06735&StreetSegment=0200,2.0,ART,N,242.8521852
7279617,9156,5411,710,54110710,BEACON WR AVE S BETWEEN S MYRTLE ST AND S OTHELLO ST,BEACON AVE S,BEACON WR AVE S,INSVC,DISTRICT2, ,N,S MYRTLE ST,S OTHELLO ST,3,Collector Arterial, ,7100,25,SE,Y,SE,F,1145.0,22.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,BEACON WR AVE S AND S MYRTLE ST,SE,34344.0,BEACON WR AVE S AND S OTHELLO ST,NW,34347.0,1279435.936,199624.0838,System.Byte[],N,N,N,Neighborhood Corridor,Unknown,37,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=05411&StreetSegment=0710,1.0,ART,N,1145.316261
7279621,10345,6745,10,67450010,FAIRVIEW AVE N BETWEEN DENNY WAY AND JOHN ST,FAIRVIEW AVE N,FAIRVIEW AVE N,INSVC,DISTRICT7, ,N,DENNY WAY,JOHN ST,1,Principal Arterial, ,100,25,N,N, , ,419.0,56.0,PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,DENNY WAY AND FAIRVIEW AVE,N,29504.0,FAIRVIEW AVE N AND JOHN ST,S,28803.0,1270274.294,229435.1756,System.Byte[],N,N,Y,Urban Village Main,Unknown,51,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06745&StreetSegment=0010,2.0,ART,N,418.5762516
7279622,10347,6745,30,67450030,FAIRVIEW AVE N BETWEEN THOMAS ST AND HARRISON ST,FAIRVIEW AVE N,FAIRVIEW AVE N,INSVC,DISTRICT7, ,N,THOMAS ST,HARRISON ST,1,Principal Arterial, ,300,25,N,N, , ,423.0,56.0,PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,FAIRVIEW AVE N AND THOMAS ST,N,28792.0,FAIRVIEW AVE N AND HARRISON ST,S,28777.0,1270287.627,230284.4269,System.Byte[],N,N,Y,Urban Village Main,Unknown,51,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06745&StreetSegment=0030,5.0,ART,N,423.3328243
7279624,10348,6745,40,67450040,FAIRVIEW AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,FAIRVIEW AVE N,FAIRVIEW AVE N,INSVC,DISTRICT7, ,N,HARRISON ST,REPUBLICAN ST,1,Principal Arterial, ,400,25,N,N, , ,424.0,66.0,PCC,10/31/2022 12:00:00 AM,PCC,11/02/2017 00:00,FAIRVIEW AVE N AND HARRISON ST,N,28777.0,FAIRVIEW AVE N AND REPUBLICAN ST,S,28769.0,1270294.481,230708.0782,System.Byte[],N,N,Y,Urban Village Main,Unknown,71,89,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06745&StreetSegment=0040,4.0,ART,N,424.0806401
7279626,10349,6745,50,67450050,FAIRVIEW AVE N BETWEEN REPUBLICAN ST AND MERCER S SR ST,FAIRVIEW AVE N,FAIRVIEW AVE N,INSVC,DISTRICT7, ,N,REPUBLICAN ST,MERCER S SR ST,1,Principal Arterial, ,500,25,N,N, , ,402.0,66.0,PCC,10/31/2022 12:00:00 AM,PCC,11/02/2017 00:00,FAIRVIEW AVE N AND REPUBLICAN ST,N,28769.0,FAIRVIEW AVE N AND MERCER S SR ST,S,274455.0,1270301.204,231121.2214,System.Byte[],N,N,Y,Urban Village Main,Unknown,71,89,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06745&StreetSegment=0050,4.0,ART,N,402.3153264
7279627,10353,6745,72,67450072,FAIRVIEW AVE N BETWEEN VALLEY UPPER ST AND FAIRVIEW PL N,FAIRVIEW AVE N,FAIRVIEW AVE N,INSVC,DISTRICT7, ,N,VALLEY UPPER ST,FAIRVIEW PL N,1,Principal Arterial, ,700,25,NE,N, , ,144.0,57.0,PCC,10/31/2022 12:00:00 AM,PCC,04/05/2008 00:00,FAIRVIEW AVE N AND VALLEY UPPER ST,NE,28747.0,FAIRVIEW AVE N AND FAIRVIEW PL N,SW,29109.0,1270339.006,232005.0563,System.Byte[],N,N,Y,Urban Village Main,Unknown,74,82,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06745&StreetSegment=0072,0.0,ART,N,143.586053
7279629,10354,6745,80,67450080,FAIRVIEW AVE N BETWEEN FAIRVIEW PL N AND ALOHA ST,FAIRVIEW AVE N,FAIRVIEW AVE N,INSVC,DISTRICT7, ,N,FAIRVIEW PL N,ALOHA ST,1,Principal Arterial, ,811,25,NE,N, , ,455.0,52.0,AC/PCC,10/07/2017 00:00,PCC,10/28/2017 12:00:00 AM,FAIRVIEW AVE N AND FAIRVIEW PL N,NE,29109.0,ALOHA ST AND FAIRVIEW AVE N,SW,29088.0,1270539.368,232224.6647,System.Byte[],N,N,Y,Urban Village Main,Unknown,47,79,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06745&StreetSegment=0080,0.0,ART,N,454.5666148
7279630,10895,7255,670,72550670,HIGHLAND PARK WAY SW BETWEEN 1ST AVE S AND 2ND AV SW TURN RD,HIGHLAND PARK WAY SW,HIGHLAND PARK WAY SW,INSVC,DISTRICT1, ,N,1ST AVE S,2ND AV SW TURN RD,1,Principal Arterial, ,6700,30,NW,N, , ,706.0,58.0,AC,7/29/2023 12:00:00 AM,Unknown,Unknown,1ST AVE S AND WEST MARGINAL WAY S,NW,34109.0,2ND AV SW TURN RD AND HIGHLAND PARK WAY SW,SE,34105.0,1269490.198,200282.7748,System.Byte[],N,N,Y,Industrial Access,Y,38,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=07255&StreetSegment=0670,0.0,ART,N,703.5791487
7279631,10355,6745,87,67450087,FAIRVIEW AVE N BETWEEN ALOHA ST AND WARD ST,FAIRVIEW AVE N,FAIRVIEW AVE N,INSVC,DISTRICT7, ,N,ALOHA ST,WARD ST,1,Principal Arterial, ,800,25,NE,N, , ,253.0,44.0,PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,ALOHA ST AND FAIRVIEW AVE N,NE,29088.0,FAIRVIEW AVE N AND WARD ST,SW,29089.0,1270776.096,232487.1349,System.Byte[],N,N,Y,Urban Village Main,Unknown,73,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06745&StreetSegment=0087,0.0,ART,N,252.344931
7279632,10356,6745,100,67450100,FAIRVIEW AVE N BETWEEN WARD ST AND YALE AVE N,FAIRVIEW AVE N,FAIRVIEW AVE N,INSVC,DISTRICT7, ,N,WARD ST,YALE AVE N,1,Principal Arterial, ,1000,25,NE,N, , ,465.0,44.0,PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,FAIRVIEW AVE N AND WARD ST,NE,29089.0,FAIRVIEW AVE N AND YALE AVE N,SW,29087.0,1271014.673,232754.6405,System.Byte[],N,N,Y,Urban Village Main,Unknown,73,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06745&StreetSegment=0100,0.0,ART,N,464.5337043
7279633,10897,7255,675,72550675,HIGHLAND PARK WAY SW BETWEEN 2ND AVE SW AND WEST MARGINAL WAY SW,HIGHLAND PARK WAY SW,HIGHLAND PARK WAY SW,INSVC,DISTRICT1, ,N,2ND AVE SW,WEST MARGINAL WAY SW,1,Principal Arterial, ,6700,30,W,N, , ,1282.0,106.0,AC,7/29/2023 12:00:00 AM,PCC,11/03/2017 00:00,2ND AVE SW AND HIGHLAND PARK WAY SW,W,34106.0,HIGHLAND PARK WAY SW AND WEST MARGINAL WAY SW,E,34082.0,1268393.402,200695.2046,System.Byte[],N,N,Y,Industrial Access,Y,38,80,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=07255&StreetSegment=0675,0.0,ART,N,1275.837071
7279637,10898,7255,680,72550680,HIGHLAND PARK WAY SW BETWEEN WEST MARGINAL WAY SW AND SW OTHELLO ST,HIGHLAND PARK WAY SW,HIGHLAND PARK WAY SW,INSVC,DISTRICT1, ,N,WEST MARGINAL WAY SW,SW OTHELLO ST,1,Principal Arterial, ,6800,25,W,N, , ,2148.0,41.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,HIGHLAND PARK WAY SW AND WEST MARGINAL WAY SW,W,34082.0,HIGHLAND PARK WAY SW AND SW OTHELLO ST,E,34143.0,1266696.65,200153.2599,System.Byte[],N,N,N,Neighborhood Corridor,Unknown,45,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=07255&StreetSegment=0680,11.0,ART,N,2148.054729
7279642,10899,7255,730,72550730,HIGHLAND PARK WAY SW BETWEEN SW OTHELLO ST AND SW HOLDEN N ST,HIGHLAND PARK WAY SW,HIGHLAND PARK WAY SW,INSVC,DISTRICT1, ,N,SW OTHELLO ST,SW HOLDEN N ST,1,Principal Arterial, ,7300,25,S,N, , ,847.0,41.0,AC/PCC,11/20/2022 12:00:00 AM,Unknown,Unknown,HIGHLAND PARK WAY SW AND SW OTHELLO ST,S,34143.0,HIGHLAND PARK WAY SW AND SW HOLDEN N ST,N,34153.0,1266494.851,198916.1508,System.Byte[],N,N,N,Neighborhood Corridor,Unknown,100,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=07255&StreetSegment=0730,11.0,ART,N,846.7345104
7279645,10901,7255,770,72550770,HIGHLAND PARK WAY SW BETWEEN SW HOLDEN S ST AND SW PORTLAND ST,HIGHLAND PARK WAY SW,HIGHLAND PARK WAY SW,INSVC,DISTRICT1, ,N,SW HOLDEN S ST,SW PORTLAND ST,2,Minor Arterial, ,7700,25,S,N, , ,161.0,49.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,HIGHLAND PARK WAY SW AND SW HOLDEN S ST,S,34154.0,HIGHLAND PARK WAY SW AND SW PORTLAND ST,N,34157.0,1266516.42,198290.4524,System.Byte[],N,N,N,Neighborhood Corridor,Unknown,41,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=07255&StreetSegment=0770,6.0,ART,N,160.8127545
7279646,10371,6770,410,67700410,FAUNTLEROY WAY SW BETWEEN WEST SEATTLE BR EB AND SW GENESEE W ST,FAUNTLEROY WAY SW,FAUNTLEROY WAY SW,INSVC,DISTRICT1, ,N,WEST SEATTLE BR EB,SW GENESEE W ST,1,Principal Arterial, ,4100,25,SW,N, , ,216.0,55.0,PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,FAUNTLEROY WAY SW AND WEST SEATTLE BR EB,SW,31898.0,FAUNTLEROY WAY SW AND SW GENESEE W ST,NE,31900.0,1259451.171,209865.5509,System.Byte[],N,N,Y,Urban Village Main,Y,82,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06770&StreetSegment=0410,2.0,ART,N,216.2941829
7279647,10902,7255,775,72550775,HIGHLAND PARK WAY SW BETWEEN SW PORTLAND ST AND 9TH AVE SW,HIGHLAND PARK WAY SW,HIGHLAND PARK WAY SW,INSVC,DISTRICT1, ,N,SW PORTLAND ST,9TH AVE SW,2,Minor Arterial, ,7700,25,S,N, , ,503.0,49.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,HIGHLAND PARK WAY SW AND SW PORTLAND ST,S,34157.0,9TH AVE SW AND HIGHLAND PARK WAY SW,N,34167.0,1266563.616,197961.386,System.Byte[],N,N,N,Neighborhood Corridor,Unknown,41,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=07255&StreetSegment=0775,5.0,ART,N,503.1730932
7279662,10382,6770,441,67700441,FAUNTLEROY WAY SW BETWEEN 36TH AVE SW AND SW AVALON WAY,FAUNTLEROY WAY SW,FAUNTLEROY WAY SW,INSVC,DISTRICT1, ,N,36TH AVE SW,SW AVALON WAY,1,Principal Arterial, ,4400,25,SW,N, , ,94.0,55.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,36TH AVE SW AND FAUNTLEROY WAY SW,SW,31928.0,FAUNTLEROY WAY SW AND SW AVALON WAY,NE,31873.0,1259203.124,209631.9446,System.Byte[],N,N,Y,Urban Village Main,Y,28,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06770&StreetSegment=0441,2.0,ART,N,130.0763225
7279664,10386,6770,453,67700453,FAUNTLEROY WAY SW BETWEEN 38TH AVE SW AND 39TH AVE SW,FAUNTLEROY WAY SW,FAUNTLEROY WAY SW,INSVC,DISTRICT1, ,N,38TH AVE SW,39TH AVE SW,1,Principal Arterial, ,4500,25,SW,N, , ,418.0,49.0,PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,38TH AVE SW AND FAUNTLEROY WAY SW,SW,31915.0,39TH AVE SW AND FAUNTLEROY WAY SW,NE,606534.0,1258413.832,208778.6033,System.Byte[],N,N,Y,Urban Village Main,Y,56,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06770&StreetSegment=0453,3.0,ART,N,418.2971074
7279667,9157,5396,730,53960730,BEACON ER AVE S BETWEEN 32ND AVE S AND S WEBSTER N ST,BEACON AVE S,BEACON ER AVE S,INSVC,DISTRICT2, ,N,32ND AVE S,S WEBSTER N ST,3,Collector Arterial, ,7300,25,SE,Y,NW,T,173.0,22.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,32ND AVE S AND BEACON ER AVE S,SE,34353.0,BEACON ER AVE S AND S WEBSTER N ST,NW,167698.0,1280306.914,198828.913,System.Byte[],N,N,N,Neighborhood Corridor,Unknown,27,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=05396&StreetSegment=0730,3.0,ART,N,172.5408326
7279668,10387,6770,470,67700470,FAUNTLEROY WAY SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST,FAUNTLEROY WAY SW,FAUNTLEROY WAY SW,INSVC,DISTRICT1, ,N,SW ALASKA ST,SW EDMUNDS ST,1,Principal Arterial, ,4700,25,S,N, , ,676.0,55.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,FAUNTLEROY WAY SW AND SW ALASKA ST,S,31920.0,FAUNTLEROY WAY SW AND SW EDMUNDS ST,N,32764.0,1258203.973,208181.5575,System.Byte[],Y,N,Y,Urban Village Main,Y,43,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06770&StreetSegment=0470,1.0,ART,N,676.3282882
7279670,10388,6770,480,67700480,FAUNTLEROY WAY SW BETWEEN SW EDMUNDS ST AND SW HUDSON ST,FAUNTLEROY WAY SW,FAUNTLEROY WAY SW,INSVC,DISTRICT1, ,N,SW EDMUNDS ST,SW HUDSON ST,1,Principal Arterial, ,4800,25,S,N, , ,654.0,55.0,AC/PCC,10/31/2022 12:00:00 AM,PCC,10/23/2017 12:00:00 AM,FAUNTLEROY WAY SW AND SW EDMUNDS ST,S,32764.0,FAUNTLEROY WAY SW AND SW HUDSON ST,N,32773.0,1258189.874,207516.4323,System.Byte[],Y,N,Y,Urban Village Main,Y,60,63,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06770&StreetSegment=0480,1.0,ART,N,654.2215747
7279672,10389,6770,500,67700500,FAUNTLEROY WAY SW BETWEEN SW HUDSON ST AND SW DAWSON ST,FAUNTLEROY WAY SW,FAUNTLEROY WAY SW,INSVC,DISTRICT1, ,N,SW HUDSON ST,SW DAWSON ST,1,Principal Arterial, ,5000,25,S,N, , ,668.0,55.0,AC/PCC,10/31/2022 12:00:00 AM,PCC,10/23/2017 12:00:00 AM,FAUNTLEROY WAY SW AND SW HUDSON ST,S,32773.0,FAUNTLEROY WAY SW AND SW DAWSON ST,N,32784.0,1258168.028,206855.8353,System.Byte[],Y,N,Y,Urban Center Connector,Y,60,63,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06770&StreetSegment=0500,0.0,ART,N,667.7721692
7279674,10391,6770,540,67700540,FAUNTLEROY WAY SW BETWEEN SW BRANDON ST AND SW FINDLAY ST,FAUNTLEROY WAY SW,FAUNTLEROY WAY SW,INSVC,DISTRICT1, ,N,SW BRANDON ST,SW FINDLAY ST,1,Principal Arterial, ,5400,25,S,N, , ,651.0,55.0,AC/PCC,10/31/2022 12:00:00 AM,PCC,10/23/2017 12:00:00 AM,FAUNTLEROY WAY SW AND SW BRANDON ST,S,32798.0,FAUNTLEROY WAY SW AND SW FINDLAY ST,N,32812.0,1258110.351,205537.6154,System.Byte[],Y,N,Y,Urban Center Connector,Y,60,70,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06770&StreetSegment=0540,1.0,ART,N,651.2108471
7279676,10392,6770,560,67700560,FAUNTLEROY WAY SW BETWEEN SW FINDLAY ST AND 39TH S AVE SW,FAUNTLEROY WAY SW,FAUNTLEROY WAY SW,INSVC,DISTRICT1, ,N,SW FINDLAY ST,39TH S AVE SW,1,Principal Arterial, ,5600,25,S,N, , ,482.0,55.0,AC/PCC,10/31/2022 12:00:00 AM,PCC,10/23/2017 12:00:00 AM,FAUNTLEROY WAY SW AND SW FINDLAY ST,S,32812.0,39TH AVE SW AND FAUNTLEROY S WAY SW,N,32819.0,1258088.612,204973.1943,System.Byte[],Y,N,Y,Urban Center Connector,Y,60,70,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06770&StreetSegment=0560,0.0,ART,N,482.3387772
7279678,10393,6770,570,67700570,FAUNTLEROY WAY SW BETWEEN 39TH S AVE SW AND SW JUNEAU ST,FAUNTLEROY WAY SW,FAUNTLEROY WAY SW,INSVC,DISTRICT1, ,N,39TH S AVE SW,SW JUNEAU ST,1,Principal Arterial, ,5700,25,SW,N, , ,241.0,55.0,AC/PCC,10/31/2022 12:00:00 AM,PCC,10/23/2017 12:00:00 AM,39TH AVE SW AND FAUNTLEROY S WAY SW,SW,32819.0,FAUNTLEROY WAY SW AND SW JUNEAU ST,NE,32817.0,1257977.839,204642.9216,System.Byte[],Y,N,Y,Urban Village Main,Y,60,70,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06770&StreetSegment=0570,0.0,ART,N,241.0284924
7279680,10394,6770,590,67700590,FAUNTLEROY WAY SW BETWEEN SW JUNEAU ST AND 40TH N AVE SW,FAUNTLEROY WAY SW,FAUNTLEROY WAY SW,INSVC,DISTRICT1, ,N,SW JUNEAU ST,40TH N AVE SW,1,Principal Arterial, ,5900,25,SW,N, , ,177.0,55.0,AC/PCC,10/31/2022 12:00:00 AM,PCC,10/23/2017 12:00:00 AM,FAUNTLEROY WAY SW AND SW JUNEAU ST,SW,32817.0,40TH AVE SW AND FAUNTLEROY N WAY SW,NE,32824.0,1257828.564,204497.5751,System.Byte[],Y,N,Y,Urban Village Main,Y,62,72,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=06770&StreetSegment=0590,0.0,ART,N,177.1891681
